text,category,label,source
"POTUS economists: Stimulus Has Cost $278,000 per job.",political_propaganda,1,LIAR_test
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,financial_scam,1,SMSSpam
"Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on.",political_propaganda,0,LIAR_train
Two-thirds of the federal budget is permanent law ... its permanently appropriated.,political_propaganda,0,LIAR_train
NIH halts clinical trial of hydroxychloroquine. study shows treatment does no harm but provides no benefit a clinical trial to evaluate the safety and effectiveness of hydroxychloroquine for the treatment of adults hospitalized with coronavirus disease 2019 covid-19 has been stopped by the national institutes of health. a data and safety monitoring board dsmb met late friday and determined that while there was no harm the study drug was very unlikely to be beneficial to hospitalized patients with covid-19. after its fourth interim anal,health_misinformation,0,CoAID_News
Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,political_propaganda,0,LIAR_train
Please da call me any mistake from my side sorry da. Pls da goto doctor.,financial_scam,0,SMSSpam
How to Sanitize N95 Masks for Reuse: NIH Study. what your doctor is reading on medscape.com april 16 2020 -- exposing contaminated n95 respirators to vaporized hydrogen peroxide vhp or ultraviolet uv light appears to eliminate the sars cov-2 virus from the material and preserve the integrity of the masks fit for up to three uses a national institutes of health nih study shows. dry heat 70 c was also found to eliminate the virus on masks but was effective for two uses instead of three. robert fischer phd with the national ins,health_misinformation,0,CoAID_News
Property taxes are now 18% higher than when(Mark Sharpe)first took office.,political_propaganda,1,LIAR_train
The president is brain-dead.,political_propaganda,1,LIAR_valid
COMMENTARY: COVID-19 Diary Day 8: I'm a 'Hugger.' Now I'm Socially Distant.. what your doctor is reading on medscape.com april 15 2020 -- i have to keep my hands in my pockets my nurse navigator carolyn exclaimed as she entered the room. i was just getting settled in at newport hospital preparing to change out of my street clothes and into my scrubs. i had arrived a little bit early and had the luxury of taking my time before my first patient arrived. why is that. i asked. she looked at me slightly exasperated. i 'm a hugger she said. i feel like i 'm fi,health_misinformation,0,CoAID_News
Many of the great scholars say that anchor babies are not covered by the 14th Amendment.,political_propaganda,0,LIAR_train
The average unemployed American has been out of work for almost 40 weeks.,political_propaganda,0,LIAR_train
"Every general City of Milwaukee employee pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.",political_propaganda,0,LIAR_train
"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.",political_propaganda,1,LIAR_train
Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.,political_propaganda,1,LIAR_valid
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,political_propaganda,0,LIAR_train
Communication Toolkit. a successful notification of exposure allows for an exchange of information with the person contact exposed to covid-19 and offers an opportunity to answer questions and provide referrals for testing medical evaluation and other necessary support services. the goals of this interaction are to inform the person that they may have been exposed to covid-19 assess their medical condition and other risk factors and gather information for continued monitoring and support. developing trust and a w,health_misinformation,0,CoAID_News
I will come tomorrow di,financial_scam,0,SMSSpam
I.ll get there tomorrow and send it to you,financial_scam,0,SMSSpam
"A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more.",political_propaganda,0,LIAR_train
I know girls always safe and selfish know i got it pa. Thank you. good night.,financial_scam,0,SMSSpam
Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,political_propaganda,1,LIAR_train
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,financial_scam,1,SMSSpam
"You dont have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun. I have people tell me, Carbon dioxide warms the Earth. No, it doesnt. The sun warms the Earth.",political_propaganda,1,LIAR_train
"Hiya, had a good day? Have you spoken to since the weekend?",financial_scam,0,SMSSpam
100 dating service cal;l 09064012103 box334sk38ch,financial_scam,1,SMSSpam
What are the long-term effects of coronavirus (COVID-19)?. most people who develop coronavirus disease 19 covid-19 recover within 26 weeks but some experience lasting symptoms. others with severe covid-19 may develop complications require rehabilitation after hospital stay or both. in addition to physical impact of covid-19 people may also experience changes in their mental health. below we describe long term effects of covid-19 on physical and mental health and explore resources available for help. all data and statistics are base,health_misinformation,0,CoAID_News
COMMENTARY: Can We Measure COVID-19 Seroprevalence With a Flawed Ruler?. this website is using a security service to protect itself from online attacks,health_misinformation,0,CoAID_News
Says the claims that Texas faces a $27 billion shortfall are flat-out false.,political_propaganda,1,LIAR_valid
"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",political_propaganda,0,LIAR_train
The music industry is the biggest export from Africa after oil and gas.,political_propaganda,1,LIAR_test
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",financial_scam,0,SMSSpam
Were not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.,political_propaganda,1,LIAR_train
Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.,political_propaganda,0,LIAR_train
Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.,political_propaganda,0,LIAR_train
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",financial_scam,0,SMSSpam
Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities.,political_propaganda,1,LIAR_train
Iraq is costing each household about $100 a month.,political_propaganda,0,LIAR_train
"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",political_propaganda,0,LIAR_train
Are you comingdown later?,financial_scam,0,SMSSpam
Republican plan to extend Bush tax cuts would double deficit projections going forward for the next couple of decades.,political_propaganda,0,LIAR_train
Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.,political_propaganda,0,LIAR_train
Is that what time you want me to come?,financial_scam,0,SMSSpam
"Recent census data shows that the average American family spends over $13,000 a year for health care coverage.",political_propaganda,1,LIAR_train
"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today.",political_propaganda,0,LIAR_train
Over half of the foreign-born population in Rhode Island is white.,political_propaganda,0,LIAR_train
I'm already back home so no probably not,financial_scam,0,SMSSpam
Blank is Blank. But wat is blank? Lol,financial_scam,0,SMSSpam
"Reconciliation was used ""for tax cuts for the rich twice under Bush.""",political_propaganda,0,LIAR_train
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,financial_scam,0,SMSSpam
This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,political_propaganda,1,LIAR_train
The Importance of Reopening America’s Schools this Fall,health_misinformation,0,CoAID_News
The startup rate of Hispanic businesses is three times the national rate.,political_propaganda,0,LIAR_train
"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.",political_propaganda,0,LIAR_train
"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.",political_propaganda,1,LIAR_train
What he said is not the matter. My mind saying some other matter is there.,financial_scam,0,SMSSpam
Preparing for COVID-19 in Nursing Homes. currently there is no evidence to suggest that handling food or consuming food is associated with covid-19. coronaviruses like the one that causes covid-19 are thought to spread mostly person to person through respiratory droplets when someone coughs sneezes or talks. it is possible that a person can get covid-19 by touching a surface or object including food or food packaging that has the virus on it and then touching their own mouth nose or possibly their eyes. however this is not t,health_misinformation,0,CoAID_News
Our median income here in Providence is the same as the median income in Mississippi.,political_propaganda,0,LIAR_train
Early GI Symptoms in COVID-19 May Indicate Fecal Transmission. what your doctor is reading on medscape.com march 11 2020 -- fecal oral transmission may be part of the covid-19 clinical picture according to two reports published in gastroenterology. the researchers find that rna and proteins from sars cov-2 the viral cause of covid-19 are shed in feces early in infection and persist after respiratory symptoms abate. but the discovery is preliminary. there is evidence of the virus in stool but not evidence of infectious virus david a. johnson md,health_misinformation,0,CoAID_News
There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.,political_propaganda,0,LIAR_train
Sotomayor has had her rulings thrown out by the court a troubling four times.,political_propaganda,0,LIAR_train
The state of Georgia is near the bottom among states for SAT scores and graduation rates.,political_propaganda,0,LIAR_train
I'm in class. Did you get my text.,financial_scam,0,SMSSpam
A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.,political_propaganda,0,LIAR_train
95 percent of the worlds customers are beyond our shores.,political_propaganda,0,LIAR_train
How r ü going to send it to me?,financial_scam,0,SMSSpam
Animal Laboratories Being Used to Process COVID-19 Tests in an Effort to Speed Up Results. there are at least 15 veterinary laboratories in united states helping process covid-19 tests. hope is these labs will help ease backlog of tests and speed up results. however these labs are facing same supply shortages as other labs across country. seven states have banded together to purchase more than 3 million coronavirus antigen tests. all data and statistics are based on publicly available data at time of publication. some information may be out of da,health_misinformation,0,CoAID_News
"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",political_propaganda,0,LIAR_test
The cost for renovating the headquarters of the U.N. has doubled from the original estimate.,political_propaganda,0,LIAR_valid
"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",political_propaganda,1,LIAR_train
The evo. I just had to download flash. Jealous?,financial_scam,0,SMSSpam
Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,political_propaganda,1,LIAR_train
K:)eng rocking in ashes:),financial_scam,0,SMSSpam
"In a majority of states, you can now marry freely, but can still be fired for who you love.",political_propaganda,0,LIAR_train
Coronavirus SARS-CoV-2 Infects Cells of the Intestine,health_misinformation,0,CoAID_News
The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.,political_propaganda,0,LIAR_train
We have unemployment that rivals the Great Depression.,political_propaganda,1,LIAR_train
"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",political_propaganda,0,LIAR_train
"Last election, the Koch brothers spent three times what the top 10 unions spent combined.",political_propaganda,0,LIAR_train
Experts Say COVID-19 Is Airborne: Here’s How You Can Stay Safe. experts want who to acknowledge that covid-19 may be airborne. getty images cdc says that sars cov-2 can be spread via airborne transmission. research has found that people with virus can expel pieces of it when they exhale talk or cough. this risk of infection is higher indoors. outdoors aerosols evaporate and disperse much more quickly. updated its coronavirus guidance monday now stating that coronavirus can spread through airborne particles. though corona,health_misinformation,0,CoAID_News
"""Should I worry about COVID-19?""",health_misinformation,0,CoAID_Claim
CDC recommends men shave their beards to be protected against the new coronavirus.. when it comes to novel coronavirus safety the centers for disease control and prevention has some suggestions about facial hair. hair should not cross the respirator seal the cdc said. cnn as fears grow about the spread of novel coronavirus there s increasing demand for facial masks. but there s something that can interfere with how effective those are and that s facial hair. side whiskers soul patches lampshades and handlebar moustaches are good to go according to a 2017 centers f,health_misinformation,1,CoAID_News
The federal health care law raises taxes and cuts Medicare.,political_propaganda,0,LIAR_train
The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.,political_propaganda,0,LIAR_train
Toomey and Trump will ban abortion and punish women who have them.,political_propaganda,1,LIAR_test
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,financial_scam,0,SMSSpam
Older Adults Are More at Risk for COVID-19. So Why Don’t Vaccine Trials Include Them?. few older adults are included in vaccine trials. halfpoint images getty images recent published in september in jama journal of american medical association revealed that older individuals have nt been included in covid-19 vaccine trials to extent that younger individuals have. people over age of 65 make up 9 percent of global population but they account for 30 to 40 percent of all covid-19 cases. people over age of 65 make up 80 percent of covid-19 deaths. al,health_misinformation,0,CoAID_News
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,financial_scam,0,SMSSpam
I dont have i shall buy one dear,financial_scam,0,SMSSpam
"On whether he would vote for the budget proposed by Rep. Paul Ryan, R-Wis.",political_propaganda,1,LIAR_train
It means u could not keep ur words.,financial_scam,0,SMSSpam
Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,political_propaganda,0,LIAR_train
"Says As Mayor of Wilsonville, I drove TriMet out of town and replaced their bloated transit system with our own local bus line that offers better service and has saved our businesses millions of dollars.",political_propaganda,1,LIAR_train
Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.,political_propaganda,0,LIAR_train
Barack Obama's plan gives a driver's license to any illegal who wants one.,political_propaganda,1,LIAR_train
"In the last four years, our economy has grown on average 0.9 percent a year.",political_propaganda,1,LIAR_train
"Says under his leadership Wisconsin median household income is up 2.7%, while it is down 1.3% nationally under President Obama.",political_propaganda,1,LIAR_train
"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",political_propaganda,0,LIAR_test
Democrats give Newports to the homeless to get them to the polls.,political_propaganda,0,LIAR_train
Austin is burdened by the fastest-growing tax increases of any major city in the nation.,political_propaganda,1,LIAR_train
COVID-19 Crisis Exposes Resident Abuse. what your doctor is reading on medscape.com april 28 2020 -- janelle not her real name had just wheeled a patient into the recovery room at her brooklyn new york hospital when an alarm sounded over the public address system. another patient with covid-19 was coding. the surgical resident rushed to the icu to see if she could help but all she had on was a mask the same n95 respirator she had been using for days. she needed a gown but the hospital had run out. staff had resorted to weari,health_misinformation,0,CoAID_News
Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,political_propaganda,1,LIAR_test
